#Strand_gene_id	ChrName	Strand	Gene_start	Gene_end	Symbol	Entrez_id
KCNQ3-8-1	chr8	-	132120858	132480757	KCNQ3	3786
PAX8-2-1	chr2	-	113215997	113278921	PAX8	7849
PRO1804-17-1	chr17	-	69232975	69235012	PRO1804	100133319
MIR629-15-1	chr15	-	70079372	70079468	MIR629	693214
SNORD137-9-1	chr9	-	12972555	12972633	SNORD137	106635615
FAM236B-23-1	chrX	-	72781865	72782660	FAM236B	100132304
GPC5-13-1	chr13	+	91398619	92867237	GPC5	2262
DKFZP586I1420-7-1	chr7	+	30370050	30372809	DKFZP586I1420	222161
LINC01925-18-1	chr18	-	508568	515294	LINC01925	105376854
PECAM1-17-1	chr17	-	64319415	64413844	PECAM1	5175
GABRG2-5-1	chr5	+	162067642	162155539	GABRG2	2566
IPW-15-1	chr15	+	25116545	25122476	IPW	3653
RBM25-14-1	chr14	+	73058513	73121414	RBM25	58517
MIR548AE2-5-1	chr5	-	58530043	58530109	MIR548AE2	100616339
NCOA2-8-1	chr8	-	70109762	70405390	NCOA2	10499
BEND4-4-1	chr4	-	42110853	42152878	BEND4	389206
MIR6847-8-1	chr8	+	144079874	144079942	MIR6847	102465510
CACNB2-10-1	chr10	+	18140560	18545881	CACNB2	783
NKG7-19-1	chr19	-	51371616	51372706	NKG7	4818
MIR133A1HG-18-1	chr18	-	21825479	21831406	MIR133A1HG	102723167
DEFB103A-8-1	chr8	+	7881204	7882664	DEFB103A	414325
PRKAR2A-3-1	chr3	-	48744601	48847850	PRKAR2A	5576
CSRNP2-12-1	chr12	-	51061205	51083671	CSRNP2	81566
SYNGR3-16-1	chr16	+	1989945	1994275	SYNGR3	9143
SNORA31-13-1	chr13	-	45337480	45337609	SNORA31	677814
B4GALT5-20-1	chr20	-	49632945	49713884	B4GALT5	9334
RIBC2-22-1	chr22	+	45413691	45432422	RIBC2	26150
SPRED3-19-1	chr19	+	38390061	38399884	SPRED3	399473
ADM-11-1	chr11	+	10304980	10307402	ADM	133
PRM3-16-1	chr16	-	11273199	11273595	PRM3	58531
MIR1827-12-1	chr12	+	100189884	100189949	MIR1827	100302217
LINC01020-5-1	chr5	+	5034359	5070004	LINC01020	340094
C8ORF37-8-1	chr8	-	95244913	95270604	C8orf37	157657
ARID4B-1-1	chr1	-	235166895	235328224	ARID4B	51742
GRIK2-6-1	chr6	+	101393708	102070083	GRIK2	2898
LOC100133050-5-1	chr5	-	100379505	100388254	LOC100133050	100133050
GBP4-1-1	chr1	-	89181148	89198950	GBP4	115361
FAM197Y7-24-1	chrY	-	9369857	9375462	FAM197Y7	105379269
RPS10-6-1	chr6	-	34417454	34426125	RPS10	6204
EIF3H-8-1	chr8	-	116644816	116755823	EIF3H	8667
USP37-2-1	chr2	-	218450251	218568393	USP37	57695
FAM230A-22-1	chr22	+	18487127	18500594	FAM230A	653203
LINC01467-14-1	chr14	-	81605347	81623061	LINC01467	101928559
GRID2-4-1	chr4	+	92303622	93810415	GRID2	2895
LTB4R2-14-1	chr14	+	24310151	24312053	LTB4R2	56413
BLMH-17-1	chr17	-	30248195	30292166	BLMH	642
KCTD17-22-1	chr22	+	37051725	37063390	KCTD17	79734
ARMC4-10-1	chr10	-	27812164	27999500	ARMC4	55130
SNORD127-14-1	chr14	+	45110875	45110975	SNORD127	100113389
AFTPH-2-1	chr2	+	64524305	64593005	AFTPH	54812
RPL10L-14-1	chr14	-	46651013	46651825	RPL10L	140801
KCNAB1-3-1	chr3	+	156118216	156542648	KCNAB1	7881
PLBD2-12-1	chr12	+	113358566	113391582	PLBD2	196463
NKD1-16-1	chr16	+	50548330	50649249	NKD1	85407
SPHK1-17-1	chr17	+	76382977	76387860	SPHK1	8877
ULK4P1-15-1	chr15	-	32406611	32435049	ULK4P1	89838
HOTAIR-12-1	chr12	-	53962308	53974956	HOTAIR	100124700
C10ORF35-10-1	chr10	+	69630241	69633599	FAM241B	219738
LINC02223-5-1	chr5	+	17807274	17930489	LINC02223	646241
MORC1-AS1-3-1	chr3	+	109101456	109110340	MORC1-AS1	100506506
ZNF365-10-1	chr10	+	62374157	62672011	ZNF365	22891
PHACTR4-1-1	chr1	+	28369554	28500369	PHACTR4	65979
MIR548AB-3-1	chr3	-	103524033	103524116	MIR548AB	100616336
IL21R-AS1-16-1	chr16	-	27447669	27453393	IL21R-AS1	283888
IRF2BP1-19-1	chr19	-	45883607	45886170	IRF2BP1	26145
ATP1B4-23-1	chrX	+	120362085	120383249	ATP1B4	23439
SPATA31A6-9-1	chr9	+	42183659	42189887	SPATA31A6	389730
LOC729739-15-1	chr15	+	74361552	74362041	PPIAP46	729739
DPYSL4-10-1	chr10	+	132184983	132205776	DPYSL4	10570
LMBRD1-6-1	chr6	-	69675749	69797157	LMBRD1	55788
LOC101927069-9-1	chr9	-	68953088	68975841	LOC101927069	101927069
NPNT-4-1	chr4	+	105895440	105971671	NPNT	255743
CLLU1-12-1	chr12	+	92421531	92431002	CLLU1	574028
FAM71A-1-1	chr1	+	212624447	212626778	FAM71A	149647
PDGFRA-4-1	chr4	+	54229089	54298247	PDGFRA	5156
BCAS3-17-1	chr17	+	60677775	61392838	BCAS3	54828
TFDP3-23-1	chrX	-	133216669	133218348	TFDP3	51270
PLAC8L1-5-1	chr5	-	146084149	146105565	PLAC8L1	153770
LINCMD1-6-1	chr6	-	52146814	52151023	LINCMD1	101154644
MIR3937-23-1	chrX	+	39661216	39661321	MIR3937	100500822
LRRC37A2-17-1	chr17	+	46512710	47049128	LRRC37A2	474170
MAPT-IT1-17-1	chr17	+	45895783	45898798	MAPT-IT1	100130148
OCM-7-1	chr7	+	5859789	5886363	OCM	654231
CLEC18C-16-1	chr16	+	70173322	70187147	CLEC18C	283971
SNORD116-29-15-1	chr15	+	25106520	25106604	SNORD116-29	100033821
ZSCAN12P1-6-1	chr6	+	28090807	28095715	ZSCAN12P1	221584
FFAR1-19-1	chr19	+	35351542	35352464	FFAR1	2864
KCNJ12-17-1	chr17	+	21376387	21419870	KCNJ12	3768
BACE1-AS-11-1	chr11	+	117291346	117292170	BACE1-AS	100379571
LINC01842-19-1	chr19	+	14333743	14343913	LINC01842	101928845
CCDC38-12-1	chr12	-	95867048	95943301	CCDC38	120935
CTSK-1-1	chr1	-	150796208	150808441	CTSK	1513
MDS2-1-1	chr1	+	23626953	23640568	MDS2	259283
EMP1-12-1	chr12	+	13196668	13216774	EMP1	2012
GPALPP1-13-1	chr13	+	44989530	45033611	GPALPP1	55425
HCCAT3-19-1	chr19	+	51949134	51981367	ZNF350-AS1	101669766
KCNS1-20-1	chr20	-	45091214	45101112	KCNS1	3787
LINC02060-5-1	chr5	-	88408982	88439090	LINC02060	102546226
PMS2P7-7-1	chr7	+	73006080	73016375	PMS2P7	100101440
LINC01050-13-1	chr13	-	42810366	42812562	LINC01050	103689845
CAMSAP3-19-1	chr19	+	7595902	7618310	CAMSAP3	57662
MIR196B-7-1	chr7	-	27169480	27169563	MIR196B	442920
MAPK12-22-1	chr22	-	50252901	50261810	MAPK12	6300
HSPA9-5-1	chr5	-	138554882	138575629	HSPA9	3313
PPP1R3D-20-1	chr20	-	59936832	59940297	PPP1R3D	5509
HOXA11-AS-7-1	chr7	+	27185408	27189293	HOXA11-AS	221883
BOLA3-2-1	chr2	-	74135401	74147912	BOLA3	388962
LINC02446-12-1	chr12	+	10553379	10575688	LINC02446	101060038
MRPS2-9-1	chr9	+	135499989	135504673	MRPS2	51116
LINC01381-2-1	chr2	+	25204313	25209202	LINC01381	106144568
TXNDC8-9-1	chr9	-	110300900	110337887	TXNDC8	255220
ANKRD13B-17-1	chr17	+	29589769	29615006	ANKRD13B	124930
NINJ2-12-1	chr12	-	564296	663741	NINJ2	4815
TNFRSF10A-8-1	chr8	-	23191457	23225167	TNFRSF10A	8797
GRM7-3-1	chr3	+	6861115	7743038	GRM7	2917
TRPC5OS-23-1	chrX	+	111876051	111903990	TRPC5OS	100329135
RAD1-5-1	chr5	-	34905260	34915675	RAD1	5810
IL27-16-1	chr16	-	28499362	28526730	IL27	246778
HMGCLL1-6-1	chr6	-	55434373	55607573	HMGCLL1	54511
WNT10A-2-1	chr2	+	218874116	218893931	WNT10A	80326
BRAP-12-1	chr12	-	111642146	111686023	BRAP	8315
THEM5-1-1	chr1	-	151847101	151853697	THEM5	284486
CRIPAK-4-1	chr4	+	1391552	1395994	CRIPAK	285464
CCDC173-2-1	chr2	-	169645425	169694421	CCDC173	129881
LINC02258-12-1	chr12	+	87768812	87805749	LINC02258	110806294
ADD2-2-1	chr2	-	70656784	70768243	ADD2	119
DDX11-12-1	chr12	+	31073845	31104799	DDX11	1663
FLJ41200-9-1	chr9	-	13406380	13431329	LINC01235	401492
ANKRD20A9P-13-1	chr13	-	18811143	18871967	ANKRD20A9P	284232
PCDHGB2-5-1	chr5	+	141360136	141512979	PCDHGB2	56103
PIGA-23-1	chrX	-	15319451	15335554	PIGA	5277
MIR4266-2-1	chr2	-	109313571	109313625	MIR4266	100423027
ST5-11-1	chr11	-	8693352	8910951	ST5	6764
ECE2-3-1	chr3	+	184276011	184293031	ECE2	9718
ANXA6-5-1	chr5	-	151100706	151157882	ANXA6	309
PP7080-5-1	chr5	-	470510	472965	PP7080	25845
APBA3-19-1	chr19	-	3750773	3761696	APBA3	9546
C6-5-1	chr5	-	41142146	41261486	C6	729
GABARAPL3-15-1	chr15	-	90346527	90349447	GABARAPL3	23766
PDXDC2P-16-1	chr16	-	69976297	70065948	PDXDC2P-NPIPB14P	283970
PANDAR-6-1	chr6	-	36673621	36675126	PANDAR	101154753
DYDC1-10-1	chr10	-	80336013	80356787	DYDC1	143241
DERL3-22-1	chr22	-	23834498	23839348	DERL3	91319
STEAP2-AS1-7-1	chr7	-	89882353	90211635	STEAP2-AS1	100874100
LINC00189-21-1	chr21	+	29193494	29288205	LINC00189	193629
DWORF-3-1	chr3	-	155290232	155293700	DWORF	100507537
ZNF559-19-1	chr19	+	9323772	9343845	ZNF559	84527
MIR3939-6-1	chr6	-	166997807	166997912	MIR3939	100500857
SGMS1-AS1-10-1	chr10	+	50624951	50631636	SGMS1-AS1	104355295
TRMT2B-23-1	chrX	-	100973359	101052118	TRMT2B	79979
CDC42P3-8-1	chr8	+	142995828	142997663	CDC42P3	100128627
PCF11-11-1	chr11	+	83157095	83185794	PCF11	51585
MIR764-23-1	chrX	+	114639435	114639519	MIR764	100313838
C18ORF15-18-1	chr18	+	13239543	13242076	C18orf15	147276
FRG2B-10-1	chr10	-	133625099	133626795	FRG2B	441581
CC2D1A-19-1	chr19	+	13906143	13930880	CC2D1A	54862
OR52W1-11-1	chr11	+	6199224	6200186	OR52W1	120787
SH3PXD2B-5-1	chr5	-	172325181	172454523	SH3PXD2B	285590
WASF3-13-1	chr13	+	26539139	26688945	WASF3	10810
PKMYT1-16-1	chr16	-	2972791	2980539	PKMYT1	9088
TRPM2-AS-21-1	chr21	-	44414590	44425563	TRPM2-AS	101928607
EPHB3-3-1	chr3	+	184561799	184582408	EPHB3	2049
LOC728024-8-1	chr8	-	37746554	37748046	LOC728024	728024
ZNF227-19-1	chr19	+	44207522	44237268	ZNF227	7770
KIAA1430-4-1	chr4	-	185151723	185205443	CFAP97	57587
C11ORF45-11-1	chr11	-	128899565	128909520	C11orf45	219833
SUGT1P1-9-1	chr9	-	33500756	33511166	SUGT1P1	441394
CXCL6-4-1	chr4	+	73836556	73838760	CXCL6	6372
PTGIS-20-1	chr20	-	49503874	49568170	PTGIS	5740
WDR90-16-1	chr16	+	649363	667833	WDR90	197335
MIR4518-16-1	chr16	+	30503919	30504001	MIR4518	100616405
ZBTB39-12-1	chr12	-	56998833	57006513	ZBTB39	9880
LINC00950-9-1	chr9	+	35860274	35865518	LINC00950	92973
LOC101928940-11-1	chr11	-	114360635	114380039	LOC101928940	101928940
ARX-23-1	chrX	-	25003694	25015948	ARX	170302
SPDYE17-7-1	chr7	-	77023682	77031104	SPDYE17	102723849
RCAN3-1-1	chr1	+	24502351	24537020	RCAN3	11123
DDX51-12-1	chr12	-	132136594	132144335	DDX51	317781
TSPAN9-12-1	chr12	+	3077355	3286564	TSPAN9	10867
ABCA2-9-1	chr9	-	137007234	137028922	ABCA2	20
ESYT1-12-1	chr12	+	56128202	56144676	ESYT1	23344
ZRSR2-23-1	chrX	+	15790451	15826807	ZRSR2	8233
OR2AK2-1-1	chr1	+	247965332	247966339	OR2AK2	391191
NDUFC2-KCTD14-11-1	chr11	-	78015715	78080219	NDUFC2-KCTD14	100532726
LOC101928201-23-1	chrX	-	4627200	4633572	LOC101928201	101928201
MLK7-AS1-2-1	chr2	-	173197712	173282036	MAP3K20-AS1	339751
REST-4-1	chr4	+	56907876	56935847	REST	5978
ARHGAP25-2-1	chr2	+	68710510	68826845	ARHGAP25	9938
EIF5-14-1	chr14	+	103334002	103345025	EIF5	1983
CNKSR1-1-1	chr1	+	26177490	26189884	CNKSR1	10256
SWSAP1-19-1	chr19	+	11374707	11376951	SWSAP1	126074
LOC101927188-18-1	chr18	+	6954677	6957419	LOC101927188	101927188
STAG1-3-1	chr3	-	136336235	136752412	STAG1	10274
LOC101929341-8-1	chr8	+	52194362	52199552	LOC101929341	101929341
CDC25C-5-1	chr5	-	138285265	138338355	CDC25C	995
ERVH48-1-21-1	chr21	-	42917251	42925598	ERVH48-1	90625
LSMEM2-3-1	chr3	+	50277907	50288116	LSMEM2	132228
SLC19A2-1-1	chr1	-	169463909	169485970	SLC19A2	10560
ANAPC2-9-1	chr9	-	137174784	137188605	ANAPC2	29882
ZNF670-ZNF695-1-1	chr1	-	246945547	247078813	ZNF670-ZNF695	100533111
LINC02293-14-1	chr14	+	26809348	26820703	LINC02293	102724890
LRRC31-3-1	chr3	-	169839175	169869935	LRRC31	79782
DDX12P-12-1	chr12	-	9417691	9448172	DDX12P	440081
LOC101928185-2-1	chr2	+	132915557	132931494	LOC101928185	101928185
LINC01210-3-1	chr3	+	137771911	137780878	LINC01210	100507274
ADRM1-20-1	chr20	+	62302061	62308862	ADRM1	11047
OTUB1-11-1	chr11	+	63985853	63998420	OTUB1	55611
SNORA87-10-1	chr10	+	113045355	113045576	SNORA87	106635520
SLC39A8-4-1	chr4	-	102251041	102345498	SLC39A8	64116
SBF2-11-1	chr11	-	9778667	10294207	SBF2	81846
OR10H5-19-1	chr19	+	15794049	15794996	OR10H5	284433
DEFB4B-8-1	chr8	-	7414863	7416832	DEFB4B	100289462
LINC01743-1-1	chr1	-	246516039	246524287	LINC01743	255654
SARM1-17-1	chr17	+	28371662	28401045	SARM1	23098
TSHZ3-19-1	chr19	-	31149870	31349525	TSHZ3	57616
HK1-10-1	chr10	+	69269991	69401882	HK1	3098
ACKR2-3-1	chr3	+	42809472	42867283	ACKR2	1238
LOC100134040-7-1	chr7	+	150041355	150045372	LOC100134040	100134040
CPLX4-18-1	chr18	-	59295402	59318649	CPLX4	339302
MIR3202-2-23-1	chrX	-	153981098	153981176	MIR3202-2	100422877
LINC01790-2-1	chr2	+	194730595	194761435	LINC01790	101927431
LOC339975-4-1	chr4	-	187304083	187505613	LOC339975	339975
MRP63-13-1	chr13	+	21176233	21179084	MRPL57	78988
CYLC1-23-1	chrX	+	83861126	83886700	CYLC1	1538
HMOX1-22-1	chr22	+	35381067	35394214	HMOX1	3162
LINC01719-1-1	chr1	+	146052596	146058799	LINC01719	101928979
SYBU-8-1	chr8	-	109573978	109691791	SYBU	55638
MIR4433A-2-1	chr2	+	64340759	64340839	MIR4433A	100616265
EMILIN1-2-1	chr2	+	27078567	27086403	EMILIN1	11117
PIFO-1-1	chr1	+	111324663	111353017	PIFO	128344
MIR3173-14-1	chr14	-	95137919	95137986	MIR3173	100422981
RP1L1-8-1	chr8	-	10606349	10655107	RP1L1	94137
PPME1-11-1	chr11	+	74171063	74254703	PPME1	51400
SAA2-SAA4-11-1	chr11	-	18231355	18248674	SAA2-SAA4	100528017
PRC1-AS1-15-1	chr15	+	90966369	90988624	PRC1-AS1	100507118
CYP4V2-4-1	chr4	+	186191520	186213463	CYP4V2	285440
BAI2-1-1	chr1	-	31727105	31764063	ADGRB2	576
SIGLEC16-19-1	chr19	+	49969600	49975819	SIGLEC16	400709
GDPD5-11-1	chr11	-	75434640	75525916	GDPD5	81544
KLHL8-4-1	chr4	-	87160103	87220608	KLHL8	57563
CYB5R2-11-1	chr11	-	7665095	7678569	CYB5R2	51700
JSRP1-19-1	chr19	-	2252251	2260813	JSRP1	126306
ABCD2-12-1	chr12	-	39530965	39651333	ABCD2	225
MIR4484-10-1	chr10	+	125819740	125819822	MIR4484	100616327
RASAL2-1-1	chr1	+	178093729	178479514	RASAL2	9462
TBC1D8-2-1	chr2	-	101006435	101195321	TBC1D8	11138
WSPAR-5-1	chr5	+	133913677	133917269	WSPAR	105664404
IL11-19-1	chr19	-	55364382	55370463	IL11	3589
SNORD32A-19-1	chr19	+	49489966	49490047	SNORD32A	26819
SENP3-17-1	chr17	+	7561992	7571969	SENP3	26168
ARMC10-7-1	chr7	+	103074881	103099773	ARMC10	83787
SERINC1-6-1	chr6	-	122443348	122471881	SERINC1	57515
ZFP14-19-1	chr19	-	36334453	36379203	ZFP14	57677
MIR22-17-1	chr17	-	1713903	1713987	MIR22	407004
LOC101928530-12-1	chr12	+	132887842	132888571	LOC101928530	101928530
HRCT1-9-1	chr9	+	35906192	35907141	HRCT1	646962
HCG21-6-1	chr6	-	30945979	30954862	HCG21	102723346
PKHD1L1-8-1	chr8	+	109362477	109537214	PKHD1L1	93035
NCAPD3-11-1	chr11	-	134152442	134225454	NCAPD3	23310
LGALS4-19-1	chr19	-	38801671	38813614	LGALS4	3960
PCSK2-20-1	chr20	+	17226107	17484578	PCSK2	5126
MOGAT2-11-1	chr11	+	75717819	75732958	MOGAT2	80168
OSBPL1A-18-1	chr18	-	24162045	24397882	OSBPL1A	114876
KRTAP19-7-21-1	chr21	-	30560875	30561313	KRTAP19-7	337974
PPP2R1A-19-1	chr19	+	52189802	52226425	PPP2R1A	5518
LOC101927082-6-1	chr6	+	51621870	51622577	LOC101927082	101927082
WDR70-5-1	chr5	+	37379260	37752672	WDR70	55100
UGT1A5-2-1	chr2	+	233712992	233773299	UGT1A5	54579
LOC105377372-4-1	chr4	+	112515379	112546885	LOC105377372	105377372
LINC00690-3-1	chr3	+	16536318	16541373	LINC00690	100996597
AURKA-20-1	chr20	-	56369389	56392337	AURKA	6790
ZBTB3-11-1	chr11	-	62750963	62754184	ZBTB3	79842
CTNNB1-3-1	chr3	+	41199422	41240453	CTNNB1	1499
TNIP1-5-1	chr5	-	151029943	151087660	TNIP1	10318
LOC102723383-1-1	chr1	-	16733952	16734461	LOC102723383	102723383
FBXO16-8-1	chr8	-	28428408	28490318	FBXO16	157574
SLX1B-SULT1A4-16-1	chr16	+	29455091	29464980	SLX1B-SULT1A4	100526831
NEK3-13-1	chr13	-	52132643	52159861	NEK3	4752
CT47A9-23-1	chrX	-	120943561	120946981	CT47A9	728042
LINC02317-14-1	chr14	-	90452063	90455117	LINC02317	101930294
ASB18-2-1	chr2	-	236193452	236264345	ASB18	401036
SLC16A10-6-1	chr6	+	111087503	111227125	SLC16A10	117247
PAPD4-5-1	chr5	+	79612417	79688243	PAPD4	167153
LIMS1-2-1	chr2	+	108534355	108687246	LIMS1	3987
RBM22-5-1	chr5	-	150690790	150701107	RBM22	55696
FKBP6-7-1	chr7	+	73328152	73358637	FKBP6	8468
B3GALT5-21-1	chr21	+	39612940	39662889	B3GALT5	10317
NEURL1-10-1	chr10	+	103493788	103592552	NEURL1	9148
TDRD7-9-1	chr9	+	97412020	97496125	TDRD7	23424
LOC101929415-8-1	chr8	+	56445807	56552067	LOC101929415	101929415
LOC101928266-17-1	chr17	-	9171068	9179118	LOC101928266	101928266
PRKAB2-1-1	chr1	-	147155106	147173366	PRKAB2	5565
CDNF-10-1	chr10	-	14819245	14838073	CDNF	441549
LACTBL1-1-1	chr1	-	22953043	22972316	LACTBL1	646262
NKAIN3-8-1	chr8	+	62248942	62999652	NKAIN3	286183
LOC101927668-7-1	chr7	-	19918981	20140426	LOC101927668	101927668
ZNF688-16-1	chr16	-	30569677	30572495	ZNF688	146542
LOC100506142-2-1	chr2	-	46568256	46580238	LOC100506142	100506142
ONECUT1-15-1	chr15	-	52755053	52790264	ONECUT1	3175
LOC339593-20-1	chr20	-	11266659	11273383	LOC339593	339593
FKBPL-6-1	chr6	-	32128707	32130290	FKBPL	63943
MIR7150-9-1	chr9	-	123485529	123485622	MIR7150	102465688
CLEC2L-7-1	chr7	+	139523928	139544991	CLEC2L	154790
SUPT20HL2-23-1	chrX	-	24308215	24313393	SUPT20HL2	170067
NR5A1-9-1	chr9	-	124481236	124507420	NR5A1	2516
MTNR1B-11-1	chr11	+	92969623	92986241	MTNR1B	4544
RLF-1-1	chr1	+	40161369	40240921	RLF	6018
MIR639-19-1	chr19	+	14529543	14529640	MIR639	693224
C4ORF36-4-1	chr4	-	86876205	86897256	C4orf36	132989
ACADS-12-1	chr12	+	120725738	120740008	ACADS	35
LOC103908605-9-1	chr9	-	42567859	42569349	LOC103908605	103908605
TCF12-15-1	chr15	+	56918090	57292595	TCF12	6938
OPN5-6-1	chr6	+	47782037	47831088	OPN5	221391
VRK3-19-1	chr19	-	49976467	50025548	VRK3	51231
NTHL1-16-1	chr16	-	2039815	2047872	NTHL1	4913
LINC01640-22-1	chr22	+	33108529	33116294	LINC01640	105373006
PTPRCAP-11-1	chr11	-	67435510	67437682	PTPRCAP	5790
EIF2B4-2-1	chr2	-	27364352	27370457	EIF2B4	8890
ZBTB12-6-1	chr6	-	31899194	31902331	ZBTB12	221527
ZNF683-1-1	chr1	-	26361632	26374536	ZNF683	257101
FRAT2-10-1	chr10	-	97332497	97334701	FRAT2	23401
TCN1-11-1	chr11	-	59852808	59866568	TCN1	6947
SPIN1-9-1	chr9	+	88388382	88478708	SPIN1	10927
QSOX1-1-1	chr1	+	180154833	180198034	QSOX1	5768
LMO7-AS1-13-1	chr13	-	75604700	75635994	LMO7-AS1	101927155
MIR521-1-19-1	chr19	+	53748636	53748722	MIR521-1	574494
FTMT-5-1	chr5	+	121851955	121852833	FTMT	94033
GLT6D1-9-1	chr9	-	135623656	135641224	GLT6D1	360203
C17ORF100-17-1	chr17	+	6651739	6653298	C17orf100	388327
WEE1-11-1	chr11	+	9573681	9589767	WEE1	7465
OCIAD2-4-1	chr4	-	48885380	48906828	OCIAD2	132299
ANP32C-4-1	chr4	-	164197007	164197711	ANP32C	23520
LOC100130992-10-1	chr10	+	22252072	22258548	LOC100130992	100130992
TMIE-3-1	chr3	+	46693778	46710923	TMIE	259236
HNRNPCP5-1-1	chr1	-	13115488	13116854	HNRNPCL2	440563
KCNQ4-1-1	chr1	+	40784012	40840457	KCNQ4	9132
POU4F1-13-1	chr13	-	78599092	78603560	POU4F1	5457
KHK-2-1	chr2	+	27086743	27100751	KHK	3795
MIR3140-4-1	chr4	-	152489327	152489416	MIR3140	100422896
UQCC1-20-1	chr20	-	35302566	35412142	UQCC1	55245
LOC105377162-3-1	chr3	-	72663296	72664249	LOC105377162	105377162
GSG2-17-1	chr17	+	3723903	3726699	HASPIN	83903
LOC100506314-12-1	chr12	+	12927726	13022498	GPRC5D-AS1	100506314
FAM208A-3-1	chr3	-	56620132	56683237	FAM208A	23272
VNN3-6-1	chr6	-	132722787	132734765	VNN3	55350
LOC646813-11-1	chr11	+	50409147	50420631	LOC646813	646813
MIR6814-21-1	chr21	-	41746772	41746841	MIR6814	102465488
MIR134-14-1	chr14	+	101054687	101054759	MIR134	406924
MIR548G-4-1	chr4	-	147344629	147344717	MIR548G	100313938
LINC01477-18-1	chr18	+	40066286	40099233	LINC01477	101927900
IQCB1-3-1	chr3	-	121769761	121835079	IQCB1	9657
MIR4706-14-1	chr14	+	65044688	65044769	MIR4706	100616490
TPD52L2-20-1	chr20	+	63865228	63891545	TPD52L2	7165
LOC101929488-8-1	chr8	+	57343787	57364857	LOC101929488	101929488
ZMYND10-3-1	chr3	-	50341106	50345746	ZMYND10	51364
MIR4751-19-1	chr19	+	49933064	49933137	MIR4751	100616483
MIR1236-6-1	chr6	-	31956839	31956940	MIR1236	100302242
MEOX2-7-1	chr7	-	15611212	15686683	MEOX2	4223
SLC25A28-10-1	chr10	-	99610518	99659507	SLC25A28	81894
KIAA0247-14-1	chr14	+	69611593	69715144	SUSD6	9766
RTCB-22-1	chr22	-	32387575	32412287	RTCB	51493
PPP1R9A-7-1	chr7	+	94907202	95296415	PPP1R9A	55607
PPP1R15B-1-1	chr1	-	204398684	204412454	PPP1R15B	84919
SNORA119-16-1	chr16	+	89953377	89953520	SNORA119	109623464
SLC27A4-9-1	chr9	+	128340516	128361470	SLC27A4	10999
AP3S2-15-1	chr15	-	89830599	89894385	AP3S2	10239
FXYD3-19-1	chr19	+	35115818	35124324	FXYD3	5349
SSX2-23-1	chrX	-	52696896	52707227	SSX2	6757
CACTIN-AS1-19-1	chr19	+	3607247	3613930	CACTIN-AS1	404665
TDP1-14-1	chr14	+	89954923	90044768	TDP1	55775
FAM35DP-10-1	chr10	+	47689700	47731218	FAM35DP	439965
RABIF-1-1	chr1	-	202878282	202889257	RABIF	5877
TNNI2-11-1	chr11	+	1839003	1841680	TNNI2	7136
MIR3128-2-1	chr2	-	177255945	177256010	MIR3128	100422824
ACRV1-11-1	chr11	-	125672334	125680898	ACRV1	56
LOC100506175-20-1	chr20	+	50645471	50660291	LOC100506175	100506175
CNGA3-2-1	chr2	+	98346155	98399154	CNGA3	1261
DCLRE1CP1-10-1	chr10	-	15015072	15035425	DCLRE1CP1	105376432
OR56A4-11-1	chr11	-	6002051	6003148	OR56A4	120793
LRRC37A5P-9-1	chr9	-	111602831	111613553	LRRC37A5P	652972
NPY-7-1	chr7	+	24284188	24291865	NPY	4852
VN1R2-19-1	chr19	+	53258292	53259602	VN1R2	317701
CDKL5-23-1	chrX	+	18425605	18653629	CDKL5	6792
UCHL1-4-1	chr4	+	41256881	41268429	UCHL1	7345
LOC101929054-3-1	chr3	+	52239238	52241097	LOC101929054	101929054
NCOA4-10-1	chr10	-	46005088	46030714	NCOA4	8031
BIRC2-11-1	chr11	+	102347182	102378670	BIRC2	329
USO1-4-1	chr4	+	75724522	75814289	USO1	8615
IL10RB-21-1	chr21	+	33266360	33297234	IL10RB	3588
HTR3E-AS1-3-1	chr3	-	184095118	184105178	HTR3E-AS1	106478970
LINC01645-1-1	chr1	+	177351586	177366458	LINC01645	102724661
BRF2-8-1	chr8	-	37843880	37849913	BRF2	55290
CD209-19-1	chr19	-	7739993	7747609	CD209	30835
LOC101929431-10-1	chr10	-	32434354	32446056	LOC101929431	101929431
NXPH1-7-1	chr7	+	8433955	8752963	NXPH1	30010
NUS1-6-1	chr6	+	117675460	117710727	NUS1	116150
SFMBT2-10-1	chr10	-	7158624	7411486	SFMBT2	57713
LINC01882-18-1	chr18	-	12739486	12749422	LINC01882	100996324
LINC01428-20-1	chr20	-	7146467	7254202	LINC01428	101929265
LINC01930-1-1	chr1	-	97933474	97941740	LINC01930	109729128
LOC101928052-4-1	chr4	+	162022733	162047550	LOC101928052	101928052
LINC01423-21-1	chr21	-	38326359	38346076	LINC01423	102724678
AKT2-19-1	chr19	-	40230317	40285531	AKT2	208
LOC100996693-2-1	chr2	+	219496355	219498287	LOC100996693	100996693
PCOLCE2-3-1	chr3	-	142817860	142889203	PCOLCE2	26577
MIR5681A-8-1	chr8	+	74548543	74548617	MIR5681A	100847058
RBKS-2-1	chr2	-	27781364	27890396	RBKS	64080
NAPG-18-1	chr18	+	10525876	10552769	NAPG	8774
LOC200726-2-1	chr2	+	206644227	206649354	FAM237A	200726
LOC105376194-9-1	chr9	+	104270229	104286578	LOC105376194	105376194
